tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
CHN__SAMN44583818	CHN::SAMN44583818	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-03-27	2023-03-27	day	2023	3	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583818	SAMN44583818	GCA_050978425		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3824185	67.91724249742101	7.844808763174377e-06	296	20597			True
CHN__SAMN44583819	CHN::SAMN44583819	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-04-06	2023-04-06	day	2023	4	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583819	SAMN44583819	GCA_050978385		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3826431	67.91754509620061	5.644946949258983e-05	306	20268			True
CHN__SAMN44583820	CHN::SAMN44583820	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-04-23	2023-04-23	day	2023	4	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583820	SAMN44583820	GCA_050978405		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3823204	67.9061593365146	5.623555530910723e-05	285	20602			True
CHN__SAMN44583821	CHN::SAMN44583821	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-04-21	2023-04-21	day	2023	4	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583821	SAMN44583821	GCA_050978365		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3825715	67.91005080096139	3.659446665525268e-06	295	20597			True
CHN__SAMN44583822	CHN::SAMN44583822	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-06-08	2023-06-08	day	2023	6	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583822	SAMN44583822	GCA_050978345		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821114	67.89407486926588	2.5646971014212086e-05	283	20793			True
CHN__SAMN44583823	CHN::SAMN44583823	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-06-12	2023-06-12	day	2023	6	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583823	SAMN44583823	GCA_050978325		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820631	67.89682123188553	2.5911950146454865e-05	285	20794			True
CHN__SAMN44583824	CHN::SAMN44583824	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-06-12	2023-06-12	day	2023	6	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583824	SAMN44583824	GCA_050978305		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820043	67.89952364410557	2.5654161484569676e-05	282	20794			True
CHN__SAMN44583825	CHN::SAMN44583825	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-06-23	2023-06-23	day	2023	6	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583825	SAMN44583825	GCA_050978285		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820896	67.89967588754051	2.5648434293945715e-05	278	22297			True
CHN__SAMN44583826	CHN::SAMN44583826	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-07-21	2023-07-21	day	2023	7	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583826	SAMN44583826	GCA_050978265		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820335	67.90048516687672	0.0	277	20794			True
CHN__SAMN44583827	CHN::SAMN44583827	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-07-30	2023-07-30	day	2023	7	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583827	SAMN44583827	GCA_050978245		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821001	67.89744362799172	2.5647729482405265e-05	279	22297			True
CHN__SAMN44583828	CHN::SAMN44583828	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-09-23	2023-09-23	day	2023	9	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583828	SAMN44583828	GCA_050978225		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820719	67.89923571976898	2.486442996723915e-05	281	20869			True
CHN__SAMN44583829	CHN::SAMN44583829	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-10	2023-11-10	day	2023	11	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583829	SAMN44583829	GCA_050978205		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821866	67.90057526872998	0.0	275	22297			True
CHN__SAMN44583830	CHN::SAMN44583830	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-14	2023-11-14	day	2023	11	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583830	SAMN44583830	GCA_050978175		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820806	67.8995478964386	2.5387313566823334e-05	277	21088			True
CHN__SAMN44583831	CHN::SAMN44583831	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-14	2023-11-14	day	2023	11	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583831	SAMN44583831	GCA_050978155		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820196	67.89908161780181	2.460606733267089e-05	275	21088			True
CHN__SAMN44583832	CHN::SAMN44583832	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-11-16	2023-11-16	day	2023	11	PRJNA1182239		provisional_marker_or_published_annotation	SAMN44583832	SAMN44583832	GCA_050978125		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820929	67.89547777516934	2.5648212777573202e-05	283	20869			True
CHN__SAMN45156018	CHN::SAMN45156018	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447305	SAMN45156018	RRASM_SRR31615281	SRR31615281	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877130	67.87549037561288	0.0	428	20911			True
CHN__SAMN45156023	CHN::SAMN45156023	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447262	SAMN45156023	RRASM_SRR31615324	SRR31615324	local_fasta									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_local_fasta					assembly	3898147	67.85562473657356	0.0	556	20822		contigs	False
CHN__SAMN45156024	CHN::SAMN45156024	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447263	SAMN45156024	RRASM_SRR31615323	SRR31615323	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3887269	67.8293166745085	0.0	455	20911			True
CHN__SAMN45156025	CHN::SAMN45156025	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447264	SAMN45156025	RRASM_SRR31615322	SRR31615322	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3886692	67.84697629758159	0.0	499	20791			True
CHN__SAMN45156026	CHN::SAMN45156026	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776		provisional_marker_or_published_annotation	SRS23447265	SAMN45156026	RRASM_SRR31615321	SRR31615321	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3884624	67.8853345909411	0.0	489	20754			True
CHN__SAMN45156027	CHN::SAMN45156027	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447266	SAMN45156027	RRASM_SRR31615320	SRR31615320	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3884764	67.82780112253923	0.0	496	20338			True
CHN__SAMN45156028	CHN::SAMN45156028	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447267	SAMN45156028	RRASM_SRR31615319	SRR31615319	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877686	67.78341516048489	0.0	448	19620			True
CHN__SAMN45156029	CHN::SAMN45156029	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447268	SAMN45156029	RRASM_SRR31615318	SRR31615318	local_fasta									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_local_fasta					assembly	3885678	67.86022928302346	0.0	545	20226		contigs	False
CHN__SAMN45156030	CHN::SAMN45156030	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1193776	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS23447269	SAMN45156030	RRASM_SRR31615317	SRR31615317	local_fasta									ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3876855	67.85551690739014	0.0	453	20338			True
CHN__SAMN50152046	CHN::SAMN50152046	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152046	SAMN50152046	GCA_053472645		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3823813	67.87138910820168	0.0	284	20408			True
CHN__SAMN50152047	CHN::SAMN50152047	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152047	SAMN50152047	GCA_053472665		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3825072	67.87399034580264	0.0	280	20546			True
CHN__SAMN50152049	CHN::SAMN50152049	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152049	SAMN50152049	GCA_053472595		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3822224	67.86734634076915	0.0	295	19552			True
CHN__SAMN50152051	CHN::SAMN50152051	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152051	SAMN50152051	GCA_053472545		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3821060	67.86862807702575	0.0	293	20215			True
CHN__SAMN50152052	CHN::SAMN50152052	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152052	SAMN50152052	GCA_053472565		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3820927	67.86512801736333	0.0	297	19552			True
CHN__SAMN50152053	CHN::SAMN50152053	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152053	SAMN50152053	GCA_053472525		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3822418	67.86845394721352	0.0	287	20545			True
CHN__SAMN50152054	CHN::SAMN50152054	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152054	SAMN50152054	GCA_053472465		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829658	67.88350291331497	0.0	261	22486			True
CHN__SAMN50152056	CHN::SAMN50152056	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2023-01-01	2023-12-31	year	2023		PRJNA1295129		provisional_marker_or_published_annotation	SAMN50152056	SAMN50152056	GCA_053472505		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3829730	67.883349478945	0.0	261	22486			True
CHN__SAMN40924133	CHN::SAMN40924133	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-01-01	2024-12-31	year	2024		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20990015	SAMN40924133	RRASM_SRR28622232	SRR28622232	local_fasta					3864778	67.81	339	22500	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3864778	67.80790513711266	0.0	339	22500			True
CHN__SAMN40924154	CHN::SAMN40924154	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-01-01	2024-12-31	year	2024		PRJNA1071282	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS20990038	SAMN40924154	RRASM_SRR28622209	SRR28622209	local_fasta					3864174	67.81	342	20981	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3864174	67.80905828774792	0.0	342	20981			True
CHN__SAMN43024010	CHN::SAMN43024010	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-22	2024-04-22	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024010	SAMN43024010	GCA_042611075		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3844174	67.79888215257687	0.0	402	15622			True
CHN__SAMN43024011	CHN::SAMN43024011	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-22	2024-04-22	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024011	SAMN43024011	GCA_042611065		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3848406	67.81051687373942	0.0	358	18083			True
CHN__SAMN43024012	CHN::SAMN43024012	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-22	2024-04-22	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024012	SAMN43024012	GCA_042611025		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3851866	67.81414514419764	0.0	345	19591			True
CHN__SAMN43024013	CHN::SAMN43024013	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-23	2024-04-23	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024013	SAMN43024013	GCA_042611045		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3853476	67.81923645041516	0.0	339	19601			True
CHN__SAMN43024014	CHN::SAMN43024014	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-20	2024-04-20	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024014	SAMN43024014	GCA_042610965		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3853284	67.81797033387625	0.0	342	19620			True
CHN__SAMN43024015	CHN::SAMN43024015	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-20	2024-04-20	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024015	SAMN43024015	GCA_042610985		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3847223	67.81057401663486	0.0	373	17545			True
CHN__SAMN43024016	CHN::SAMN43024016	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-04-29	2024-04-29	day	2024	4	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024016	SAMN43024016	GCA_042610975		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3846318	67.79886634438442	0.0	401	15566			True
CHN__SAMN43024017	CHN::SAMN43024017	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-02	2024-05-02	day	2024	5	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024017	SAMN43024017	GCA_042610945		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3828964	67.76569327891305	0.0	477	13406			True
CHN__SAMN43024018	CHN::SAMN43024018	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-02	2024-05-02	day	2024	5	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024018	SAMN43024018	GCA_042610925		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3837266	67.79876610065604	0.0	413	15269			True
CHN__SAMN43024019	CHN::SAMN43024019	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-02	2024-05-02	day	2024	5	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024019	SAMN43024019	GCA_042610855		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3841907	67.79104751884937	0.0	418	15269			True
CHN__SAMN43024020	CHN::SAMN43024020	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-02	2024-05-02	day	2024	5	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024020	SAMN43024020	GCA_042610865		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3848515	67.8120002130692	0.0	354	17856			True
CHN__SAMN43024021	CHN::SAMN43024021	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-02	2024-05-02	day	2024	5	PRJNA1143937	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN43024021	SAMN43024021	GCA_042610875		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3853542	67.81566153943567	0.0	345	19569			True
CHN__SAMN43024022	CHN::SAMN43024022	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-13	2024-05-13	day	2024	5	PRJNA1143937		provisional_marker_or_published_annotation	SAMN43024022	SAMN43024022	GCA_042610845		ncbi_assembly_download									ok	FAIL_ASSEMBLY_QC	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3849472	67.8028571191062	0.0	511	12172		contigs	False
CHN__SAMN43024023	CHN::SAMN43024023	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-13	2024-05-13	day	2024	5	PRJNA1143937		provisional_marker_or_published_annotation	SAMN43024023	SAMN43024023	GCA_042610825		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3837581	67.84182535821394	0.0	486	12309			True
CHN__SAMN43024024	CHN::SAMN43024024	focal	modern_country_time_project_lineage_cap8		CHN	China	Asia	2024-05-16	2024-05-16	day	2024	5	PRJNA1143937		provisional_marker_or_published_annotation	SAMN43024024	SAMN43024024	GCA_042610775		ncbi_assembly_download									ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3850963	67.81701096582854	0.0	471	13198			True
